Movie_Id,Genre_Id
496243,35
496243,53
496243,18
761053,10749
761053,18
569094,16
569094,28
569094,12
569094,878
527641,10749
527641,18
447362,18
447362,10749
299534,12
299534,878
299534,28
637920,18
508965,16
508965,10751
508965,12
508965,35
508965,14
618344,16
618344,28
618344,878
315162,16
315162,12
315162,14
315162,35
315162,10751
635302,28
635302,16
635302,12
635302,14
635302,53
441130,16
441130,10751
441130,12
441130,14
361743,28
361743,18
522924,18
522924,10749
606856,12
606856,10751
556574,36
556574,18
810693,16
810693,28
810693,14
592350,16
592350,28
592350,14
592350,12
693134,878
693134,12
1026227,35
1026227,18
475557,80
475557,53
475557,18
791373,28
791373,12
791373,14
458220,18
508442,16
508442,10751
508442,35
508442,14
755812,16
755812,10770
755812,14
755812,28
762975,10749
762975,18
555604,16
555604,14
555604,18
664767,16
664767,28
664767,14
531428,18
531428,10749
872585,18
872585,36
522518,10751
522518,12
522518,18
906126,18
906126,36
515001,35
515001,10752
515001,18
678512,28
678512,18
337404,35
337404,80
568160,16
568160,18
568160,14
568160,10749
359724,18
359724,28
359724,36
634649,28
634649,12
634649,878
530915,10752
530915,28
530915,18
530915,36
930094,35
930094,10749
447365,878
447365,12
447365,28
916224,16
916224,18
916224,12
916224,14
1010581,18
1010581,10749
615457,28
615457,53
776503,18
776503,10402
776503,10749
482321,16
482321,878
482321,10751
482321,35
491480,18
491480,36
501929,16
501929,12
501929,35
550205,16
550205,10751
550205,35
550205,14
610150,16
610150,878
610150,28
522402,878
522402,18
522402,12
667520,16
667520,18
667520,10749
667520,14
331482,18
331482,10749
438695,16
438695,10751
438695,10402
438695,35
691179,99
785084,18
527774,16
527774,10751
527774,14
527774,28
527774,12
715931,18
715931,10752
715931,36
980489,12
980489,28
980489,18
508943,16
508943,35
508943,14
508943,12
508943,10751
546554,35
546554,80
546554,9648
581528,80
581528,28
581528,53
585511,16
585511,12
585511,35
585511,14
545611,28
545611,12
545611,878
438631,878
438631,12
666277,18
666277,10749
882569,10752
882569,28
882569,53
792307,878
792307,10749
792307,35
705861,18
705861,35
937278,35
937278,18
579974,28
579974,18
166428,16
166428,10751
166428,12
486589,16
486589,14
486589,18
486589,10751
486589,35
486589,10749
603692,28
603692,53
603692,80
492188,18
49046,18
49046,10752
49046,28
726759,53
726759,36
726759,18
1022789,16
1022789,10751
1022789,12
1022789,35
1022789,18
766507,53
766507,28
766507,878
506574,10751
506574,10770
506574,12
506574,14
840430,35
840430,18
556984,18
556984,36
786892,28
786892,12
786892,878
502033,18
502033,10402
522627,28
522627,80
522627,35
342470,10749
342470,18
508439,10751
508439,16
508439,12
508439,35
508439,14
965150,18
724495,28
724495,18
724495,36
414906,80
414906,9648
414906,53
502356,16
502356,10751
502356,12
502356,14
502356,35
537116,18
537116,10402
614917,18
614917,36
583083,35
583083,10749
976573,16
976573,35
976573,10751
976573,14
976573,10749
637649,80
637649,28
637649,12
637649,53
804095,18
507089,27
507089,9648
795514,18
76600,878
76600,12
76600,28
756999,27
756999,53
399566,28
399566,878
399566,12
585244,10402
585244,18
585244,10749
398978,80
398978,18
398978,36
568124,16
568124,35
568124,10751
568124,14
566525,28
566525,12
566525,14
431693,16
431693,28
431693,12
431693,35
431693,10751
707886,35
707886,10402
707886,18
915935,53
915935,9648
915935,80
940721,878
940721,27
940721,28
614409,10749
614409,35
614409,18
629542,10751
629542,16
629542,12
629542,35
629542,80
481848,12
481848,10751
481848,18
484468,53
484468,28
484468,12
575264,28
575264,53
682507,18
682507,9648
682507,10749
416144,53
416144,36
416144,18
416144,28
588228,28
588228,878
588228,12
614934,18
614934,10402
614934,36
675353,28
675353,12
675353,10751
675353,35
436969,28
436969,35
436969,12
660120,18
660120,10749
660120,35
550988,35
550988,12
550988,878
551332,18
551332,36
503919,18
503919,14
503919,53
508883,16
508883,12
508883,14
301528,10751
301528,12
301528,16
301528,35
301528,14
520763,878
520763,53
520763,27
529203,16
529203,10751
529203,12
529203,14
529203,35
840326,28
840326,10752
840326,12
400160,10751
400160,16
400160,14
400160,12
400160,35
1075794,16
1075794,35
1075794,10751
431580,10751
431580,16
431580,12
431580,35
466420,80
466420,36
466420,18
718930,28
718930,35
718930,53
697843,28
697843,53
327331,18
327331,10402
327331,36
327331,35
940551,16
940551,28
940551,12
940551,35
940551,10751
674324,18
674324,35
423108,27
423108,9648
423108,53
617653,36
617653,18
617653,28
645886,18
645886,80
458156,28
458156,53
458156,80
466272,35
466272,18
466272,53
582014,53
582014,80
582014,18
429617,28
429617,12
429617,878
292011,18
1151534,53
1151534,18
516486,10752
516486,28
516486,18
615777,18
615777,35
758866,18
829280,12
829280,9648
829280,80
675445,16
675445,10751
675445,12
675445,35
615643,18
425909,14
425909,35
425909,12
425909,878
866398,28
866398,80
866398,53
843527,10749
843527,35
843527,18
459151,16
459151,35
459151,12
459151,10751
508947,16
508947,10751
508947,35
508947,14
370172,28
370172,12
370172,53
451048,28
451048,12
451048,14
818647,10749
818647,18
818647,35
493529,12
493529,14
493529,35
560057,16
560057,12
560057,10751
560057,14
705996,53
705996,9648
705996,10749
964980,18
508763,18
508763,12
508763,10751
544401,18
544401,80
926393,28
926393,53
926393,80
438148,16
438148,35
438148,10751
438148,12
626735,18
626735,35
576845,9648
576845,53
576845,27
545609,28
545609,53
899112,28
899112,35
899112,80
899112,14
587792,35
587792,10749
587792,878
504608,10402
504608,18
454626,28
454626,878
454626,35
454626,10751
590223,35
590223,28
590223,12
590223,878
899082,99
420809,10751
420809,14
420809,12
420809,28
446893,10751
446893,16
446893,35
446893,14
446893,12
446893,10402
453395,14
453395,28
453395,12
667538,878
667538,12
667538,28
497698,28
497698,12
497698,878
1029575,28
1029575,35
949423,27
949423,18
497582,12
497582,9648
497582,80
539681,16
539681,28
539681,10751
539681,35
539681,878
330457,10751
330457,16
330457,12
330457,35
330457,14
951491,27
951491,53
642885,14
642885,35
642885,10751
546121,53
546121,27
546121,18
614696,27
614696,28
614696,12
614696,53
746036,28
746036,35
549053,35
549053,10749
614930,16
614930,35
614930,28
614930,878
399579,28
399579,878
399579,12
502425,18
502425,36
502425,53
560050,16
560050,12
560050,10751
560050,14
499932,80
499932,18
499932,53
823464,878
823464,28
823464,12
985939,53
985939,28
937287,10749
937287,18
473033,18
473033,53
473033,80
512895,10751
512895,10749
512895,35
774752,35
774752,878
774752,12
591274,9648
591274,27
585245,10751
585245,12
585245,35
585245,14
585245,16
613504,10749
613504,18
577922,28
577922,53
577922,878
467244,36
467244,18
593643,35
593643,53
593643,27
787699,35
787699,10751
787699,14
530385,27
530385,18
530385,9648
1008042,27
1008042,53
501170,27
501170,53
501170,14
504949,18
504949,36
504949,10752
547016,28
547016,14
440472,35
440472,18
522162,28
522162,18
522162,10752
522162,36
524047,28
524047,53
524047,18
695721,18
695721,878
695721,28
38700,53
38700,28
38700,80
537915,10749
537915,18
677179,18
677179,28
1011985,16
1011985,28
1011985,10751
1011985,35
1011985,14
570670,53
570670,878
570670,27
420818,12
420818,18
420818,10751
420818,16
420817,12
420817,14
420817,10749
420817,10751
670292,28
670292,12
670292,878
836225,27
836225,80
836225,18
836225,14
763215,14
763215,28
763215,12
799876,80
799876,18
799876,53
799876,9648
505642,28
505642,12
505642,878
646380,35
646380,878
646380,18
385687,28
385687,80
385687,53
385128,28
385128,12
385128,80
536554,878
536554,27
585083,16
585083,35
585083,10751
585083,12
585083,14
497828,35
497828,18
454640,16
454640,35
454640,12
454640,10751
482373,53
482373,27
744275,10749
744275,18
385103,16
385103,35
385103,10751
385103,9648
791177,18
791177,27
791177,10749
639933,28
639933,12
639933,14
567609,35
567609,27
567609,53
779782,14
779782,35
779782,12
779782,18
542178,18
542178,35
661374,35
661374,80
661374,9648
934433,27
934433,80
934433,53
664413,10749
664413,18
460465,28
460465,14
460465,12
696806,12
696806,878
1072790,10749
1072790,35
346698,35
346698,12
556678,35
556678,10749
615665,35
615665,10749
930564,18
930564,35
930564,53
505600,35
287947,28
287947,35
287947,14
457799,18
457799,80
758323,27
758323,53
639721,10751
639721,16
639721,35
639721,14
639721,12
359410,28
359410,53
796185,12
796185,28
796185,18
796185,36
420821,16
420821,10751
420821,35
420821,12
420821,9648
894205,28
894205,14
894205,27
511809,18
511809,10749
511809,80
929590,10752
929590,28
929590,18
597208,80
597208,18
597208,53
718789,16
718789,878
718789,10751
718789,12
567189,12
567189,28
567189,53
567189,10752
619264,18
619264,878
619264,53
718032,18
718032,35
718032,10749
787752,27
787752,53
458723,27
458723,53
646389,28
725201,28
725201,53
868759,28
868759,35
868759,10749
412117,12
412117,16
412117,35
412117,10751
602223,27
602223,28
602223,53
559969,80
559969,18
559969,53
335787,28
335787,12
713704,27
713704,53
338967,35
338967,27
436270,28
436270,12
436270,878
447404,28
447404,12
447404,14
495764,28
495764,80
512200,12
512200,35
512200,14
727745,10749
727745,35
541134,18
541134,80
541134,9648
524434,878
524434,28
524434,12
384018,28
384018,12
384018,35
653346,878
653346,12
653346,28
833425,53
833425,9648
635910,27
635910,53
556694,18
556694,14
556694,10749
513310,28
513310,878
513310,53
760883,27
760883,53
760883,28
337401,12
337401,14
337401,18
337401,28
592834,10751
592834,28
592834,35
445629,35
762504,27
762504,878
762504,9648
800815,53
800815,80
800815,27
800815,9648
796499,28
796499,53
796499,80
796499,35
634528,28
634528,18
634528,53
565426,10749
565426,35
474350,27
646207,28
646207,53
913290,27
913290,9648
913290,53
724209,53
724209,28
818397,28
818397,53
818397,80
299537,28
299537,12
299537,878
884605,35
884605,10749
744276,10749
744276,18
619778,27
619730,53
619730,9648
619730,18
580489,878
580489,28
580489,12
755566,28
755566,14
755566,27
755566,35
600583,18
600583,37
587807,35
587807,10751
587807,16
968051,27
535292,80
535292,28
535292,18
565770,28
565770,878
565770,12
648579,28
648579,35
648579,80
512195,28
512195,35
512195,80
476669,28
476669,35
476669,12
476669,53
581392,27
581392,12
581392,28
581392,53
663712,27
663712,53
379686,10751
379686,16
379686,35
379686,878
338958,35
338958,10751
338958,14
572802,28
572802,12
572802,14
760104,27
760104,53
459992,35
459992,10749
338762,28
338762,878
338762,12
568091,53
629176,878
629176,80
629176,28
298618,28
298618,12
298618,878
484641,53
484641,28
762430,53
515195,35
515195,14
515195,10402
515195,10749
373571,878
373571,28
507086,12
507086,28
507086,878
591273,9648
591273,27
820609,27
820609,878
820609,53
517116,27
517116,53
505948,878
505948,53
280217,28
280217,12
280217,16
280217,35
280217,10751
522931,28
522931,35
522931,80
522931,53
967847,14
967847,12
967847,35
945729,9648
945729,53
945729,80
450465,53
450465,18
450465,878
511322,80
646385,27
646385,9648
646385,53
338953,14
338953,12
552688,28
552688,53
615667,18
615667,10402
578701,53
578701,28
597891,28
882598,27
882598,9648
882598,53
499701,12
499701,35
499701,10751
499701,14
763285,53
763285,28
763285,80
760161,27
760161,53
514847,28
514847,53
514847,27
619297,28
619297,53
619297,18
760741,53
760741,28
760741,27
618162,37
736526,14
736526,28
736526,12
616651,18
616651,80
616651,53
614479,27
614479,53
529485,18
329996,10751
329996,14
329996,12
774825,16
774825,35
774825,12
774825,10751
481084,10751
481084,16
481084,35
481084,14
448119,10751
448119,35
448119,14
448119,12
632357,27
632357,9648
601666,35
601666,80
601666,53
601666,18
644495,18
644495,36
644495,80
547565,18
547565,27
547565,9648
547565,53
471506,9648
471506,53
581726,878
581726,28
581726,53
412656,14
412656,878
412656,12
335977,12
335977,28
559907,12
559907,18
559907,14
458576,28
458576,14
458576,12
617502,28
617502,53
800158,80
800158,53
1071215,27
1071215,9648
1071215,53
423204,28
423204,53
585216,27
585216,53
585216,9648
649609,35
649609,27
347626,35
347626,10749
594767,35
594767,28
594767,14
486131,28
486131,80
522681,27
522681,53
522681,9648
615656,28
615656,878
615656,27
635744,10752
955916,28
955916,35
955916,80
522938,28
522938,53
522938,18
800939,18
800939,35
800939,10749
752623,28
752623,12
752623,35
739405,28
739405,53
739405,35
739405,12
553604,53
553604,28
553604,80
417384,27
417384,53
568620,28
568620,12
747188,35
747188,18
540901,18
540901,35
540901,80
605116,28
605116,80
605116,878
740985,35
616037,14
616037,28
616037,35
726209,18
726209,9648
726209,53
726209,27
543540,10749
543540,35
625568,28
625568,53
290859,878
290859,28
458897,28
458897,12
458897,35
610253,27
610253,53
464052,28
464052,12
464052,14
531454,35
531454,10402
753342,36
753342,10752
753342,10749
638974,9648
638974,35
638974,80
505026,9648
505026,80
505026,53
624860,878
624860,28
624860,12
455476,14
455476,28
455476,12
829560,10749
829560,18
521029,27
484718,35
567748,18
567748,53
630240,18
630240,53
630240,27
532639,14
532639,12
532639,10751
766475,9648
766475,35
766475,80
447277,12
447277,10751
447277,14
447277,10749
1022796,16
1022796,10751
1022796,14
1022796,12
593910,14
593910,10749
593910,35
531219,10751
531219,35
531219,14
775996,53
775996,28
775996,878
631843,53
631843,9648
631843,27
877269,16
877269,10751
877269,12
877269,878
877269,14
848326,878
848326,18
848326,28
509967,28
509967,35
509967,53
623491,35
623491,27
406759,878
406759,12
406759,28
625450,35
625450,18
625450,10749
602269,18
602269,80
602269,53
758009,28
758009,35
758009,10749
511987,53
511987,27
511987,28
399361,28
399361,53
399361,80
399361,12
512196,35
512196,27
512196,878
640146,28
640146,12
640146,878
181812,12
181812,28
181812,878
443791,27
443791,878
443791,28
443791,12
453405,878
453405,28
453405,53
631842,53
631842,9648
631842,27
483906,28
483906,80
483906,18
514999,28
514999,35
514999,9648
599975,27
599975,53
461130,878
461130,28
461130,80
299054,28
299054,12
299054,53
516329,18
516329,27
516329,9648
503736,28
503736,80
503736,27
449563,35
449563,14
449563,10749
530382,878
530382,53
536437,9648
536437,53
536437,878
449562,35
823625,28
823625,53
823625,18
823625,12
487297,35
487297,10749
582596,35
582596,10749
848538,28
848538,12
848538,35
531309,27
531309,878
531309,53
531309,9648
616820,27
616820,53
609681,878
609681,12
609681,28
340102,878
340102,27
340102,28
340102,9648
340102,12
819876,878
819876,27
295151,10749
295151,35
804150,53
804150,35
804150,80
458305,878
458305,53
458305,9648
458305,27
526896,28
526896,878
526896,14
527261,27
527261,18
527261,53
527261,14
548473,27
548473,878
548473,9648
548473,53
700391,878
700391,28
700391,53
301502,18
533642,27
533642,53
602734,27
602734,80
602734,9648
320288,878
320288,28
320288,12
460458,27
460458,878
460458,28
630586,27
630586,53
555974,27
555974,9648
555974,53
479455,35
479455,878
479455,28
615658,18
615658,878
615658,53
829557,10749
829557,18
502416,27
502416,53
502416,9648
539885,28
539885,53
539885,80
539537,27
539537,14
539537,12
539537,9648
615469,878
615469,53
438650,28
438650,80
438650,53
438650,35
619979,18
619979,9648
619979,53
614911,878
614911,18
157433,27
157433,53
480105,27
480105,53
480105,12
480105,18
480414,27
